#nch:  1024 id=     1      E in detector (MeV)                                             
#      x          content      error    
  0.387158E+01 0.608000E+03 0.246577E+02
  0.388037E+01 0.589000E+03 0.242693E+02
  0.388916E+01 0.749000E+03 0.273679E+02
  0.389795E+01 0.832000E+03 0.288444E+02
  0.390674E+01 0.578000E+03 0.240416E+02
  0.391553E+01 0.547000E+03 0.233880E+02
  0.392432E+01 0.596000E+03 0.244131E+02
  0.393311E+01 0.695000E+03 0.263629E+02
  0.394189E+01 0.625000E+03 0.250000E+02
  0.395068E+01 0.595000E+03 0.243926E+02
  0.395947E+01 0.583000E+03 0.241454E+02
  0.396826E+01 0.656000E+03 0.256125E+02
  0.397705E+01 0.683000E+03 0.261343E+02
  0.398584E+01 0.567000E+03 0.238118E+02
  0.399463E+01 0.589000E+03 0.242693E+02
  0.400342E+01 0.542000E+03 0.232809E+02
  0.401221E+01 0.532000E+03 0.230651E+02
  0.402100E+01 0.722000E+03 0.268701E+02
  0.402979E+01 0.803000E+03 0.283373E+02
  0.403857E+01 0.561000E+03 0.236854E+02
  0.404736E+01 0.533000E+03 0.230868E+02
  0.405615E+01 0.675000E+03 0.259808E+02
  0.406494E+01 0.815000E+03 0.285482E+02
  0.407373E+01 0.589000E+03 0.242693E+02
  0.408252E+01 0.571000E+03 0.238956E+02
  0.409131E+01 0.606000E+03 0.246171E+02
  0.410010E+01 0.691000E+03 0.262869E+02
  0.410889E+01 0.648000E+03 0.254558E+02
  0.411768E+01 0.485000E+03 0.220227E+02
  0.412646E+01 0.467000E+03 0.216102E+02
  0.413525E+01 0.479000E+03 0.218861E+02
  0.414404E+01 0.528000E+03 0.229783E+02
  0.415283E+01 0.817000E+03 0.285832E+02
  0.416162E+01 0.862000E+03 0.293598E+02
  0.417041E+01 0.679000E+03 0.260576E+02
  0.417920E+01 0.555000E+03 0.235584E+02
  0.418799E+01 0.778000E+03 0.278927E+02
  0.419678E+01 0.932000E+03 0.305287E+02
  0.420557E+01 0.650000E+03 0.254951E+02
  0.421436E+01 0.634000E+03 0.251794E+02
  0.422314E+01 0.670000E+03 0.258844E+02
  0.423193E+01 0.817000E+03 0.285832E+02
  0.424072E+01 0.845000E+03 0.290689E+02
  0.424951E+01 0.687000E+03 0.262107E+02
  0.425830E+01 0.656000E+03 0.256125E+02
  0.426709E+01 0.791000E+03 0.281247E+02
  0.427588E+01 0.794000E+03 0.281780E+02
  0.428467E+01 0.865000E+03 0.294109E+02
  0.429346E+01 0.709000E+03 0.266271E+02
  0.430225E+01 0.724000E+03 0.269072E+02
  0.431104E+01 0.773000E+03 0.278029E+02
  0.431982E+01 0.764000E+03 0.276405E+02
  0.432861E+01 0.899000E+03 0.299833E+02
  0.433740E+01 0.751000E+03 0.274044E+02
  0.434619E+01 0.713000E+03 0.267021E+02
  0.435498E+01 0.694000E+03 0.263439E+02
  0.436377E+01 0.898000E+03 0.299666E+02
  0.437256E+01 0.812000E+03 0.284956E+02
  0.438135E+01 0.639000E+03 0.252784E+02
  0.439014E+01 0.695000E+03 0.263629E+02
  0.439893E+01 0.752000E+03 0.274226E+02
  0.440771E+01 0.899000E+03 0.299833E+02
  0.441650E+01 0.122500E+04 0.350000E+02
  0.442529E+01 0.878000E+03 0.296311E+02
  0.443408E+01 0.788000E+03 0.280713E+02
  0.444287E+01 0.837000E+03 0.289310E+02
  0.445166E+01 0.977000E+03 0.312570E+02
  0.446045E+01 0.918000E+03 0.302985E+02
  0.446924E+01 0.790000E+03 0.281069E+02
  0.447803E+01 0.797000E+03 0.282312E+02
  0.448682E+01 0.884000E+03 0.297321E+02
  0.449561E+01 0.106300E+04 0.326037E+02
  0.450439E+01 0.847000E+03 0.291033E+02
  0.451318E+01 0.813000E+03 0.285132E+02
  0.452197E+01 0.792000E+03 0.281425E+02
  0.453076E+01 0.711000E+03 0.266646E+02
  0.453955E+01 0.898000E+03 0.299666E+02
  0.454834E+01 0.104700E+04 0.323574E+02
  0.455713E+01 0.934000E+03 0.305614E+02
  0.456592E+01 0.856000E+03 0.292575E+02
  0.457471E+01 0.880000E+03 0.296648E+02
